max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, R_well_all_on_ts, R_well_all_off_ts, odor_port_all_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_all_off_ts, odor_port_off_ts, well_id, well_on_ts, R_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, L_reward_ts, error_id, error_string, house_light_on_ts
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3429988  3431328  3431443  3431567, , 3429847  3431171, 3429898  3431680, 3429587, 3429588, 3429588, 3436975, , 3433942, 3433944, 3433947, 3434098  3434100, 3435123, 3435126, R, 3436981, , , 1, 0, 0, 0, 1, 3437018, 3437023, L3:R7, 30.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3437010
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3441276  3441383  3441488  3441599  3441716  3441832  3441951  3442064  3442181  3442327  3442463  3442596  3442921  3443039  3443146  3443249  3443516  3443648  3444793  3444905  3445021  3445179  3445329  3446004  3446122  3446264  3446475  3446577  3446703  3446867  3447076  3447246  3447385  3447493  3447663  3447796  3447933  3448192  3448338  3448455  3448573  3448689  3448794, , 3441014, 3448944, 3438001, 3438002, 3438003, , 3438001, 3438918, 3438919, 3438921, 3439072  3439073, 3439830, 3439832, L, 3441018, , 3448951, 0, 0, 0, 0, 0, 3448999, 3449009, L3:R7, 30.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 3441021, , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3450549  3450651, , 3450438  3450771, 3450739  3450806, 3449706, 3449707, 3449707, 3456616, , 3454301, 3454303, 3454306, 3454456  3454458, 3454523, 3454525, R, 3456621, , , 1, 0, 0, 0, 1, 3456656, 3456661, L3:R7, 30.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3456650
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3459907  3460015  3460141  3460276  3460526  3460684  3460798  3461129  3462515  3462664  3463032, , 3459696  3462216, 3460929  3463153, 3457701, 3457702, 3457703, 3471341, 3457701, 3469057  3470282, 3469060, 3469064, 3469215  3469218, 3469228  3470480, 3469232, R, 3471349, , , 1, 0, 0, 0, 1, 3471398, 3471405, L3:R7, 30.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3471390
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3475512  3475621  3475727  3475863  3475991  3476114  3476222  3476344  3476491  3476625  3476754  3476883  3477011  3477174  3478871  3479021  3479124  3479248  3479406  3479566  3479707  3481028  3481151  3481396  3481508  3481616  3481723  3481839  3481967  3482072  3482236  3482391  3482562  3482719  3482886  3483033  3483136  3483355, , 3475251, 3483436, 3472054, 3472055, 3472056, , 3472054, 3473264, 3473265, 3473267, 3473418  3473419, 3474149, 3474151, L, 3475255, , 3483443, 0, 0, 0, 0, 0, 3483487, 3483495, L4:R6, 40.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 3475258, , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3483719  3509287  3509394  3509504  3509743  3510816  3510961  3517620  3541541  3541650  3541824  3542639  3542765  3543041  3547603  3547736  3547862  3547980  3548131  3548261  3548700  3548822  3548943  3549088, , 3483610  3508974  3517476  3517811  3541366  3544293  3546211  3547351, 3483687  3510979  3517782  3517832  3543113  3544345  3546246  3549118, 3484299, 3484300, 3484301, 3498994  3539628  3553014, 3499039  3540042, 3551234, 3551241, 3551249, 3551399  3551407, 3551450, 3551457, R, 3553031, , , 1, 0, 0, 0, 1, 3553112, 3553122, L4:R6, 40.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3553099
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3556076  3556185  3556295  3556398  3556502  3556611  3556722  3556837  3556955  3557078  3557199  3557331  3557654  3557789  3557893  3559525  3559634  3559749  3559903  3560055  3560181  3561217  3561331  3561455  3561615  3561717  3561851  3561989  3562116  3562284, , 3555887, 3562346, 3553898, 3553899, 3553900, , 3553347, 3554264, 3554265, 3554267, 3554418  3554419, 3555046, 3555048, L, 3555891, , 3562352, 0, 0, 0, 0, 0, 3562391, 3562398, L5:R5, 50.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 3555894, , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3563268  3569144  3569269  3574447  3574556  3577324  3577449  3577561  3578244, , 3562500  3562927  3568881  3568951  3574309  3577034  3578097  3578351, 3562530  3563144  3568896  3569251  3574629  3577583  3578341  3578487, 3563145, 3563146, 3563148, 3587808, , 3585299, 3585303, 3585309, 3585460  3585465, 3585542, 3585547, R, 3587819, , , 1, 0, 0, 0, 1, 3587878, 3587887, L4:R6, 40.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3587869
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3590134  3590251  3590375  3590480  3591548  3591656, , 3589924  3591377, 3590718  3592015, 3588596, 3588597, 3588598, 3594607, 3588596, 3593073, 3593075, 3593079, 3593230  3593233, 3593606, 3593609, R, 3594613, , , 1, 0, 0, 0, 1, 3594654, 3594659, L4:R6, 40.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3594647
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3597261  3597370  3597521  3599015  3599306  3599900  3600105  3602985  3603092, , 3597063  3598812  3598889  3602734, 3597628  3598834  3599450  3603369, 3595394, 3595395, 3595396, 3606604, 3595394, 3604751, 3604754, 3604759, 3604910  3604914, 3605850, 3605854, R, 3606614, , , 1, 0, 0, 0, 1, 3606663, 3606669, L3:R7, 30.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3606654
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3610823  3610937  3611089  3611227  3611344  3611468  3611674  3692793  3692942  3693145, , 3610592  3692530, 3611677  3693261, 3607376, 3607377, 3607378, 3609329  3681832  3688860  3697679, 3607009  3609400  3682383  3689618, 3696099, 3696103, 3696108, 3696258  3696262, 3696733, 3696738, R, 3697688, , , 1, 0, 0, 0, 1, 3697742, 3697748, L3:R7, 30.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3697733
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3701172  3701273  3701383  3701545  3701651  3701756  3701864  3701982  3702121  3702255  3702387  3702524  3702661  3703852  3703975  3704248  3704531  3704643  3704765  3704919  3705063  3705531  3705650  3705767  3705930  3706084  3706214  3706373  3706476  3706637  3706755, , 3700899, 3706791, 3698448, 3698449, 3698450, 3698098, 3698067  3698136, 3699241, 3699243, 3699246, 3699397  3699399, 3699983, 3699985, L, 3700904, , 3706798, 0, 0, 0, 0, 0, 3706840, 3706847, L3:R7, 30.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 3700908, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3706960  3707072  3708939  3709052  3713801  3713903  3714014  3714115  3714241  3714355  3714469  3714589  3714710  3714841  3714981  3715219  3715365  3715511  3715660  3716837  3716942  3717045  3717151  3717618  3717723  3717844  3718004  3718115  3718222  3718362  3718479  3718738  3718840  3718967  3719149  3719322  3719497  3719624  3719742  3719880, , 3706955  3708683  3713503, 3707094  3709083  3720018, 3707542, 3707543, 3707544, , , 3711510, 3711512, 3711515, 3711666  3711668, 3712410, 3712413, L, 3713509, , 3720026, 0, 0, 0, 0, 0, 3720075, 3720084, L4:R6, 40.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 3713512, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3721751  3721866  3722018, , 3721627, 3721991, 3720873, 3720873, 3720875, 3726672, , 3724775, 3724776, 3724779, 3724930  3724932, 3725910, 3725912, R, 3726678, , , 1, 0, 0, 0, 1, 3726710, 3726715, L4:R6, 40.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3726704
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3729981  3730083  3730185  3730302  3730419  3730532  3730652  3730764  3730889  3731020  3731149  3731276  3731528  3731664  3731768  3731888  3731996  3732099  3733672  3733819  3733932  3734054  3734632  3734775  3734912  3735071  3735272  3735378  3735568  3735672  3735796  3735991  3736102  3736236  3736450  3736623  3736804  3736908, , 3729750, 3736981, 3727531, 3727532, 3727533, , 3727531, 3728292, 3728293, 3728295, 3728446  3728447, 3728876, 3728878, L, 3729754, , 3736988, 0, 0, 0, 0, 0, 3737032, 3737040, L4:R6, 40.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 3729757, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3737150, , , , 3737721, 3737722, 3737723, 3741927, , 3740308, 3740309, 3740311, 3740462  3740463, 3740715, 3740717, R, 3741931, , , 1, 0, 0, 0, 1, 3741959, 3741963, L4:R6, 40.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3741953
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3744843  3744951  3745127  3745257  3745389  3745539  3751733  3751872  3753333  3753449  3753743  3753946  3754056  3754167  3754271, , 3744481  3746160  3751409  3753184, 3745660  3746408  3751869  3754281, 3742622, 3742623, 3742624, 3749501  3756908, 3742622  3749951, 3755254, 3755258, 3755265, 3755416  3755421, 3756034, 3756039, R, 3756918, , , 1, 0, 0, 0, 1, 3756978, 3756985, L3:R7, 30.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3756968
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3759961  3760064  3760164  3760267  3760384  3760494  3760610  3760730  3760856  3760977  3761106  3761226  3761560  3763151  3763261  3763412  3763562  3763713  3763873  3764026  3764178  3764329  3764485  3764767  3764879  3765012  3765169  3765781  3765896  3766026  3766200  3766397  3766519  3766634  3766775  3766952  3767075  3767183  3767322, , 3759672, 3767336, 3757679, 3757680, 3757681, , 3757543, 3758124  3758466  3758726, 3758125, 3758127, 3758278  3758279, 3758345  3758670  3758912, 3758347, L, 3759677, , 3767344, 0, 0, 0, 0, 0, 3767394, 3767403, L4:R6, 40.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 3759681, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3771271  3771398  3771508  3771643  3771768  3771882  3772002  3772125  3772251  3772380  3772518  3772661  3772804  3772949  3775364  3775474  3775606  3775777  3775936  3776043  3776169  3776276  3776558  3776674  3776831  3776939  3777044  3777200  3777328  3777441  3777610  3777748, , 3770983, 3778240, 3768143, 3768144, 3768144, , , 3769200, 3769201, 3769203, 3769354  3769355, 3769914, 3769916, L, 3770987, , 3778246, 0, 0, 0, 0, 0, 3778285, 3778292, L5:R5, 50.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 3770989, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3778390  3781502  3781646  3781793  3781902  3785099  3785203  3785333  3785498  3785624  3786399  3789395  3789521  3793368  3793474  3793577  3793728  3793832  3793934  3794058  3794172  3794299  3794428  3794556  3794686  3794816  3794927  3796413  3796524  3796647  3796806  3797004, , 3781248  3784909  3786056  3789168  3793186, 3782081  3785676  3786615  3789944  3797120, 3779012, 3779013, 3779013, , , 3791289, 3791293, 3791297, 3791448  3791452, 3791899, 3791903, L, 3793196, , 3797127, 0, 0, 0, 0, 0, 3797174, 3797183, L6:R4, 60.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 3793201, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3797298  3797944  3798288  3798406  3798535  3798637  3798827  3798996  3799283  3800086  3800188  3800299  3800420  3800816  3801356  3801470  3801892  3803065  3803198  3803346, , 3797304  3800710  3801259  3801769  3802266  3802886, 3800455  3801023  3801580  3801961  3802377  3803307, 3800457, 3800459, 3800462, 3808635, , 3807016, 3807022, 3807028, 3807179  3807184, 3807197, 3807203, R, 3808648, , , 1, 0, 0, 0, 1, 3808713, 3808721, L6:R4, 60.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3808703
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3810908  3811085  3811246  3811372  3811479, , 3810712, 3811625, 3809393, 3809394, 3809394, 3814206, 3809271, 3812937, 3812939, 3812942, 3813093  3813095, 3813249, 3813252, R, 3814212, , , 1, 0, 0, 0, 1, 3814248, 3814253, L5:R5, 50.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3814242
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3816581  3816714  3816832  3817104  3817283  3817387  3817521  3817892  3818001, , 3816361  3817740, 3817625  3817954, 3814859, 3814860, 3814861, 3824721, 3814791, 3823201, 3823204, 3823207, 3823358  3823362, 3823520, 3823523, R, 3824729, , , 1, 0, 0, 0, 1, 3824773, 3824778, L4:R6, 40.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3824764
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3827613  3827730  3827835  3827942  3828048  3828207  3828312  3828433  3828551  3828682  3828818  3828939  3829047  3830309  3830419  3830538  3830686  3831267  3831382  3831504  3831663  3831829  3831991  3832161  3832507  3832729  3832956  3833079, , 3827428, 3833103, 3825434, 3825435, 3825436, , 3825095, 3825909, 3825910, 3825912, 3826063  3826064, 3826072, 3826074, L, 3827432, , 3833109, 0, 0, 0, 0, 0, 3833146, 3833153, L5:R5, 50.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 3827435, , , 
